unit,cycle,s4,s9,s10,s11,s14,s16,RUL,is_noise,max_cycle
1,-0.5422810000713162,1.6089831677011717,1.5870319655637284,1.5997715959179393,1.3503187401497336,0.7817125095948165,1.5018719265742868,125,0,321
1,-0.5284741859246808,-0.6832292820415519,-0.6178818586995914,-0.5914711353674946,-0.3250006613439244,0.1812027918415237,-0.6658357362607893,125,0,321
1,-0.5146673717780454,0.8502298653193919,0.7216686291202964,1.2867369200200198,0.6672087996882974,0.7058050497092216,1.5018719265742868,125,0,321
1,-0.5008605576314101,-0.7278124405637075,-0.6254256101996274,-0.5914711353674946,-0.3126366805210932,0.17433441013580755,-0.6658357362607893,125,0,321
1,-0.48705374348477476,-0.6241209136807274,-0.5489189020732488,-0.5914711353674946,-0.3868205654580802,-0.056703739999596096,-0.6658357362607893,125,0,321
1,-0.47324692933813944,0.336557993683701,0.5639032434187001,-0.20017779049509546,0.4384751544659155,-0.1214796847069647,-0.6658357362607893,125,0,321
1,-0.4594401151915041,0.7697954663283819,0.752823728819275,1.2867369200200198,0.5837519291341844,0.6721736634260539,1.5018719265742868,125,0,321
1,-0.44563330104486876,0.2617489649770315,0.6083044579563269,-0.20017779049509546,0.33338131747184957,-0.11875601609953038,-0.6658357362607893,125,0,321
1,-0.4318264868982334,-0.7543440377256694,-0.6462748761564289,-0.6697298043419745,-0.3126366805210932,0.1009137781091796,-0.6658357362607893,125,0,321
1,-0.41801967275159807,-0.7005251966471336,-0.6210597382685045,-0.5914711353674946,-0.34972862298958673,0.13797935524520547,-0.6658357362607893,125,0,321
1,-0.4042128586049627,-0.7574505854946323,-0.6455323809300472,-0.5914711353674946,-0.383729570252373,0.07190078642123922,-0.6658357362607893,125,0,321
1,-0.3904060444583274,0.7938922017254805,0.7518733349295071,1.2867369200200198,0.6981187517453764,0.6610421482478276,1.5018719265742868,125,0,321
1,-0.376599230311692,0.2942417754253836,0.577268157493572,-0.20017779049509546,0.33956330788326405,-0.11022974915449935,-0.6658357362607893,125,0,321
1,-0.3627924161650567,-0.6718945807223584,-0.5415533494275429,-0.5914711353674946,-0.3559106134010034,-0.023190774090667405,-0.6658357362607893,125,0,321
1,-0.3489856020184213,-1.3174687914132424,-1.5462384901492479,-1.2175404871633335,-1.963228120369087,-2.274125247578062,-0.6658357362607893,125,1,321
1,-0.335178787871786,0.3330316421621739,0.542459981280791,-0.20017779049509546,0.3612002743232191,-0.09080880777970944,-0.6658357362607893,125,0,321
1,-0.32137197372515064,-0.7488865889423538,-0.6322565662823376,-0.5914711353674946,-0.3280916565496316,0.1658081431907873,-0.6658357362607893,125,0,321
1,-0.3075651595785153,1.574559259991033,1.569419978793952,1.5997715959179393,1.3163177928869474,0.8648436123088449,1.5018719265742868,125,0,321
1,-0.29375834543187995,-0.6582929391393286,-0.550968188898064,-0.5914711353674946,-0.3899115606637896,0.0224010699903787,-0.6658357362607893,125,0,321
1,-0.27995153128524464,-0.7020364901563598,-0.6328505624634452,-0.5914711353674946,-0.39918454628091354,0.08279546085099809,-0.6658357362607893,125,0,321
1,-0.26614471713860927,0.3991087528155401,0.5698729050388048,-0.20017779049509546,0.3828372407631742,-0.12207178657814936,-0.6658357362607893,125,0,321
1,-0.25233790299197395,1.5584387958926256,1.5697466766935617,1.5997715959179393,1.3657737161782721,0.8052781640678882,1.5018719265742868,125,0,321
1,-0.2385310888453386,0.8257972869202435,0.7459927727365647,1.2867369200200198,0.7444836798309938,0.7299628060534673,1.5018719265742868,125,0,321
1,-0.22472427469870326,-1.3324138050044734,-1.5349822625173004,-1.2175404871633335,-2.0126840436604136,-2.369927330335392,-0.6658357362607893,125,1,321
1,-0.21091746055206792,0.28601362187515494,0.5537459087217972,-0.20017779049509546,0.3457452982946807,-0.2120712709978938,-0.6658357362607893,125,0,321
1,-0.19711064640543258,0.8143786248505395,0.7468243673901089,1.2867369200200198,0.6764817853054214,0.7618178867230918,1.5018719265742868,125,0,321
1,-0.18330383225879723,-1.3526483458779952,-1.5379819432318833,-1.2175404871633335,-2.0034110580432896,-2.371348374826229,-0.6658357362607893,125,1,321
1,-0.1694970181121619,-0.7723116383353509,-0.6480271648906903,-0.5914711353674946,-0.3280916565496316,0.1825054159581321,-0.6658357362607893,125,0,321
1,-0.15569020396552655,0.8132871350938756,0.7435573883940334,1.2867369200200198,0.6641178044825902,0.6997656106231576,1.5018719265742868,125,0,321
1,-0.1418833898188912,0.880119892501854,0.7000471681280571,1.2867369200200198,0.6702997948940046,0.7865677449385113,1.5018719265742868,125,0,321
1,-0.12807657567225586,-0.7350330651077867,-0.639800317782379,-0.5914711353674946,-0.3960935510752041,0.16391341720299427,-0.6658357362607893,125,0,321
1,-0.11426976152562052,-0.6842368110477014,-0.5589871373429839,-0.5914711353674946,-0.40536653669232803,-0.04048014872919686,-0.6658357362607893,125,0,321
1,-0.10046294737898517,-0.706318488432499,-0.5396822614570578,-0.5914711353674946,-0.3713655894295418,-0.032901244778067745,-0.6658357362607893,125,0,321
1,-0.08665613323234983,-0.6624909766649554,-0.6280094935874384,-0.5914711353674946,-0.36518359901812514,0.10896636355726506,-0.6658357362607893,125,0,321
1,-0.07284931908571449,-0.7787766161248159,-0.6319892680008451,-0.5914711353674946,-0.3126366805210932,0.16568972281654823,-0.6658357362607893,125,0,321
1,-0.05904250493907914,-0.6940602188576686,-0.544048133388186,-0.5914711353674946,-0.436276488749407,-0.07363785351541907,-0.6658357362607893,125,0,321
1,-0.0452356907924438,0.8031278842818586,0.7462006713999508,1.2867369200200198,0.7290287038024554,0.7735415037725027,1.5018719265742868,125,0,321
1,-0.03142887664580846,0.34344277522572836,0.5619133562119967,-0.20017779049509546,0.3612002743232191,-0.1277559645414962,-0.6658357362607893,125,0,321
1,-0.017622062499173113,-1.3720432792463904,-1.5516141555882532,-1.2175404871633335,-1.9508641395462556,-2.3912429976979643,-0.6658357362607893,125,1,321
1,-0.003815248352537769,-0.6934724936040814,-0.5448797280417302,-0.5914711353674946,-0.3868205654580802,-0.12432177368863813,-0.6658357362607893,125,0,321
1,0.009991565794097573,0.8064863143023607,0.7599516829925389,1.2867369200200198,0.6981187517453764,0.7275943985687394,1.5018719265742868,125,0,321
1,0.023798379940732917,-1.2949673102758825,-1.551851754060695,-1.2175404871633335,-2.0034110580432896,-2.3387827719111915,-0.6658357362607893,125,1,321
1,0.03760519408736826,-0.7135391129765762,-0.6387608244654435,-0.6697298043419745,-0.3002726996982621,0.11796631199924167,-0.6658357362607893,125,0,321
1,0.0514120082340036,0.9017817661340874,0.7323902601892509,1.2867369200200198,0.6764817853054214,0.762765249716983,1.5018719265742868,125,0,321
1,0.06521882238063895,1.6288818655726434,1.5908038413137437,1.5997715959179393,1.3255907785040715,0.8286069777924711,1.5018719265742868,125,0,321
1,0.07902563652727429,0.8079136470610745,0.741805099659772,1.2867369200200198,0.6888457661282524,0.6994103495004511,1.5018719265742868,125,0,321
1,0.09283245067390963,0.3670357461197522,0.5789610466097216,-0.20017779049509546,0.4199291832316699,-0.2003476539484721,-0.6658357362607893,125,0,321
1,0.10663926482054498,1.589504273582264,1.5573024566994016,1.5997715959179393,1.3194087880926546,0.7902387765398475,1.5018719265742868,125,0,321
1,0.12044607896718032,1.6070520704393831,1.5783002217014772,1.5997715959179393,1.3781376970011032,0.837014824363263,1.5018719265742868,125,0,321
1,0.13425289311381566,0.8045552170405723,0.7448938798015173,1.20847825104554,0.6981187517453764,0.6795157266287156,1.5018719265742868,125,0,321
1,0.148059707260451,-0.7642514062861472,-0.528604232679443,-0.5914711353674946,-0.3311826517553389,0.03294048329743109,-0.6658357362607893,125,0,321
1,0.16186652140708635,0.2778694290754388,0.5530331133044659,-0.20017779049509546,0.3581092791175119,-0.11461130300124855,-0.6658357362607893,125,0,321
1,0.1756733355537217,-0.7132872307250389,-0.5495128982543563,-0.5914711353674946,-0.3868205654580802,-0.056230058502650525,-0.6658357362607893,125,0,321
1,0.18948014970035704,-1.3346807452683118,-1.5400312300566958,-1.2175404871633335,-1.9199541874891768,-2.3209012954014883,-0.6658357362607893,125,1,321
1,0.20328696384699238,0.8350329694766215,0.744804780374355,1.2867369200200198,0.6857547709225452,0.7193049723721865,1.5018719265742868,125,0,321
1,0.21709377799362772,-1.3534879533831197,-1.5504261632260408,-1.2957991561378124,-1.9601371251633797,-2.32173023802114,-0.6658357362607893,125,1,321
1,0.23090059214026307,-0.6628268196670053,-0.507725266913591,-0.5914711353674946,-0.4022755414866208,-0.066887892183942,-0.6658357362607893,125,0,321
1,0.2447074062868984,-0.6902819850846041,-0.6279203941602706,-0.5914711353674946,-0.33427364696104833,0.1812027918415237,-0.6658357362607893,125,0,321
1,0.2585142204335337,1.6670840070558466,1.5907147418865815,1.5997715959179393,1.2730438600070373,0.8222122775837004,1.5018719265742868,125,0,321
1,0.2723210345801691,0.8379715957445615,0.7404092086341708,1.2867369200200198,0.7630296510652417,0.7737783445209702,1.5018719265742868,125,0,321
1,0.2861278487268044,-0.7273926368111453,-0.6358205433689722,-0.5914711353674946,-0.2508167764069353,0.1765843972463071,-0.6658357362607893,125,0,321
1,0.2999346628734398,-0.6838170072951391,-0.6237030212744219,-0.5914711353674946,-0.33427364696104833,0.12365048996258851,-0.6658357362607893,125,0,321
1,0.3137414770200751,-0.7253775787988443,-0.6167235661464322,-0.5914711353674946,-0.3404556373724628,0.16261079308639664,-0.6658357362607893,125,0,321
1,0.32754829116671047,-0.6616513691598308,-0.5370389784511403,-0.5914711353674946,-0.3404556373724628,-0.06641421068699643,-0.6658357362607893,125,0,321
1,0.3413551053133458,0.3521746932790317,0.5727834863262254,-0.20017779049509546,0.3426543030889735,-0.11413762150430298,-0.6658357362607893,125,0,321
1,0.35516191945998116,-0.7220191487783422,-0.6044575450066076,-0.5914711353674946,-0.3250006613439244,0.13608462925742318,-0.6658357362607893,125,0,321
1,0.3689687336066165,-0.6617353299103433,-0.5687583745221706,-0.5914711353674946,-0.37445658463524906,-0.06037477160093234,-0.6658357362607893,125,0,321
1,0.38277554775325184,0.28920413039463033,0.5757534672317526,-0.20017779049509546,0.2931983797976467,-0.07955887222724407,-0.6658357362607893,125,0,321
1,0.39658236189988716,-0.7048911556737854,-0.6139614839042911,-0.5914711353674946,-0.3188186709325077,0.15597925212914787,-0.6658357362607893,125,0,321
1,0.41038917604652253,-1.3076453836032753,-1.5282701056708086,-1.2175404871633335,-1.8983172210492216,-2.3272959956102586,-0.6658357362607893,125,1,321
1,0.42419599019315785,-0.6482176490778241,-0.5435432366342463,-0.5914711353674946,-0.3713655894295418,-0.06179581609176905,-0.6658357362607893,125,0,321
1,0.4380028043397932,1.6180509287565268,1.5275135482169628,1.5997715959179393,1.257588883978499,0.780528305852458,1.5018719265742868,125,0,321
1,0.45180961848642853,-0.692297043096905,-0.630355778502802,-0.5914711353674946,-0.29099971408113817,0.14804508705531227,-0.6658357362607893,125,0,321
1,0.4656164326330639,-1.3643188901992365,-1.542288415544897,-1.2175404871633335,-1.9570461299576725,-2.332388071702421,-0.6658357362607893,125,1,321
1,0.4794232467796992,0.8259652084212684,0.7467055681538907,1.2867369200200198,0.6239348668083873,0.6548842887875245,1.5018719265742868,125,0,321
1,0.4932300609263346,-0.7289878910708839,-0.6150306770302826,-0.5914711353674946,-0.3775475798409585,0.18013700847340425,-0.6658357362607893,125,0,321
1,0.5070368750729699,0.8718077782011129,0.745220577701127,1.2867369200200198,0.7012097469510836,0.7460679769496382,1.5018719265742868,125,0,321
1,0.5208436892196052,-1.3737224942566415,-1.5314776850487775,-1.2175404871633335,-1.9446821491348412,-2.276138393940083,-0.6658357362607893,125,1,321
1,0.5346505033662406,0.34058810970830283,0.5778621536746742,-0.20017779049509546,0.4230201784373771,-0.07446679613507112,-0.6658357362607893,125,0,321
1,0.548457317512876,0.8233624251553803,0.7573083999866215,1.2867369200200198,0.673390790099714,0.7197786538691321,1.5018719265742868,125,0,321
1,0.5622641316595113,0.7911214969585674,0.7582290940673334,1.2867369200200198,0.7043007421567908,0.6804630896226175,1.5018719265742868,125,0,321
1,0.5760709458061466,-1.3373674892847123,-1.5345070655724165,-1.2175404871633335,-1.9385001587234245,-2.2461780392582518,-0.6658357362607893,125,1,321
1,0.589877759952782,-0.744856472917752,-0.5152393186045711,-0.5914711353674946,-0.41154852710374473,-0.06487474582192064,-0.6658357362607893,125,0,321
1,0.6036845740994173,-0.7173173467496406,-0.6262572048531769,-0.5914711353674946,-0.3960935510752041,0.1660449839392547,-0.6658357362607893,125,0,321
1,0.6174913882460527,-1.3342609415157496,-1.5408925245192986,-1.2175404871633335,-1.9725011059862108,-2.3285986197268564,-0.6658357362607893,125,1,321
1,0.631298202392688,-1.3280478459778218,-1.5575838172083605,-1.2175404871633335,-1.8983172210492216,-2.398585060900626,-0.6658357362607893,125,1,321
1,0.6451050165393234,-0.7069901744365987,-0.614674279321617,-0.5914711353674946,-0.29718170449255266,0.1285057253062833,-0.6658357362607893,125,0,321
1,0.6589118306859587,0.372157351901016,0.5679424174502132,-0.20017779049509546,0.37974624555746694,-0.08950618366311182,-0.6658357362607893,125,0,321
1,0.672718644832594,-0.6692917974564703,-0.6373649334398477,-0.5914711353674946,-0.3126366805210932,0.15432136688984377,-0.6658357362607893,125,0,321
1,0.6865254589792293,-0.706318488432499,-0.5220702746872866,-0.5914711353674946,-0.3930025558694969,-0.015256609016821032,-0.6658357362607893,125,0,321
1,0.7003322731258648,-1.3109198528732648,-1.5215876486333726,-1.2175404871633335,-1.9137721970777621,-2.285967285001712,-0.6658357362607893,125,1,321
1,0.7141390872725001,1.6314846488385315,1.5854281758747413,1.5997715959179393,1.3472277449440264,0.7759099112572306,1.5018719265742868,125,0,321
1,0.7279459014191354,0.7901979287029285,0.7368452315475416,1.2867369200200198,0.6641178044825902,0.6921867066720284,1.5018719265742868,125,0,321
1,0.7417527155657707,0.7891064389462665,0.7791971592603586,1.2867369200200198,0.725937708596746,0.7337522580290425,1.5018719265742868,125,0,321
1,0.7555595297124061,-1.3444201923277666,-1.5582966126256892,-1.2175404871633335,-1.9570461299576725,-2.3117829265852725,-0.6658357362607893,125,1,321
1,0.7693663438590415,1.5342580997450164,1.5660936001797592,1.5997715959179393,1.3008628168584069,0.7504495307963874,1.5018719265742868,125,0,321
1,0.7831731580056768,0.7935563587234307,0.758347893303557,1.2867369200200198,0.6857547709225452,0.7014234958624724,1.5018719265742868,125,0,321
1,0.7969799721523121,0.7943959662285552,0.7181640516517735,1.2867369200200198,0.7228467133910387,0.7791072613616213,1.5018719265742868,125,0,321
1,0.8107867862989475,0.3563727308046585,0.575575268377417,-0.20017779049509546,0.38901923117459086,-0.08619041318449282,-0.6658357362607893,125,0,321
1,0.8245936004455828,-0.6441035723027098,-0.522604871250277,-0.5914711353674946,-0.34972862298958673,-0.008388227311104883,-0.6658357362607893,125,0,321
1,0.8384004145922181,1.6763196896122248,1.570994068673878,1.5997715959179393,1.2946808264469924,0.8739619811250497,1.5018719265742868,125,0,321
1,0.8522072287388535,1.6067162274373332,1.5878635602172726,1.5997715959179393,1.3379547593269026,0.7613442052261462,1.5018719265742868,125,0,321
1,0.8660140428854889,0.848214807307091,0.7646442528232715,1.2867369200200198,0.673390790099714,0.7760283316314697,1.5018719265742868,125,0,321
1,0.8798208570321242,-1.3847213525737831,-1.5400609298657517,-1.2175404871633335,-1.953955134751963,-2.3076382134870013,-0.6658357362607893,125,1,321
1,0.8936276711787595,-0.702624215409947,-0.5899640381876323,-0.5914711353674946,-0.35281961819529395,0.12175576397480622,-0.6658357362607893,125,0,321
1,0.9074344853253948,0.8446044950350514,0.751487237411791,1.2867369200200198,0.7043007421567908,0.7358838247652922,1.5018719265742868,125,0,321
1,0.9212412994720303,0.30826322076097756,0.588464985507405,-0.20017779049509546,0.3673822647346358,-0.07813782773640736,-0.6658357362607893,125,0,321
1,0.9350481136186656,1.6049530516765698,1.5655590036167635,1.5997715959179393,1.3163177928869474,0.8290806592894167,1.5018719265742868,125,0,321
1,0.9488549277653009,0.32371199885528334,0.565655532152956,-0.20017779049509546,0.3426543030889735,-0.07079576453374564,-0.6658357362607893,125,0,321
1,0.9626617419119362,-0.6781916370107985,-0.5286933321066107,-0.5914711353674946,-0.33427364696104833,0.022993171861563355,-0.6658357362607893,125,0,321
1,0.9764685560585716,-0.6320132242289043,-0.6029725545538441,-0.5914711353674946,-0.29718170449255266,0.20595265005695398,-0.6658357362607893,125,0,321
1,0.990275370205207,-0.7364603978664984,-0.5358212862798747,-0.5914711353674946,-0.3960935510752041,0.04134832986822304,-0.6658357362607893,125,0,321
1,1.0040821843518424,1.6534823654728148,1.572182061036093,1.5997715959179393,1.3565007305611483,0.9016723486963925,1.5018719265742868,125,0,321
1,1.0178889984984776,-1.347610700847242,-1.5178454726924104,-1.2175404871633335,-1.9508641395462556,-2.3017171947751764,-0.6658357362607893,125,1,321
1,1.031695812645113,-1.3074774621022502,-1.5304678915409005,-1.2175404871633335,-1.975592101191918,-2.318177626794043,-0.6658357362607893,125,1,321
1,1.0455026267917482,-0.6957394338679197,-0.6086749178924563,-0.5914711353674946,-0.3126366805210932,0.2222946617015923,-0.6658357362607893,125,0,321
1,1.0593094409383836,0.8853254590336302,0.745458176173569,1.2867369200200198,0.673390790099714,0.7794625224843278,1.5018719265742868,125,0,321
1,1.073116255085019,0.7908696147070281,0.7518139353113953,1.2867369200200198,0.7506656702424105,0.7429890472194866,1.5018719265742868,125,0,321
