unit,cycle,s2,s3,s4,s6,s8,s9,s10,s11,s12,s13,s15,s17,s20,s21,RUL,is_noise,max_cycle
2,-1.220045582988687,-1.5625836192754172,-0.08495708133543552,-0.5050649477227626,-1.6403767674252732,-0.515800713314615,-1.20055967558808,-0.1579587333207037,-1.248430894901522,-0.3559189237645018,-0.4423933637435282,-0.7783221736022289,-0.7510782942468467,1.1891505082998073,1.0898208743463946,125,0,253
2,-1.2073906866340753,-0.9020540322374637,-1.590088264080529,-0.8793429455941437,-1.0297854284741859,-0.5912560705496238,-1.140452290193296,-0.1579587333207037,-1.2014298749760604,-0.45861924462508835,-0.5935379916303798,-0.16835159081788792,-0.022433175138095323,1.3592689286770347,0.17256670446213768,125,0,253
2,-1.1947357902794637,-0.666150608295261,-1.404700154986319,-0.5202011902837549,-1.6403767674252732,-0.5912560705496238,-0.778897259865041,-0.1579587333207037,-1.29543191482695,-0.6925477532518791,-0.4423933637435282,0.700246519067014,-0.7510782942468467,0.45197068666520895,1.139145814195378,125,0,253
2,-1.1820808939248522,-1.0435960866026246,0.9062268682771564,-0.6275309102615726,-1.0297854284741859,-0.0630685699148559,-0.7215220283520564,-0.1579587333207037,-1.1074278351252043,-0.19616286909255032,-0.36682104979838415,-0.11223429720173012,-0.7510782942468467,0.9056198076711218,0.5292239618318216,125,0,253
2,-1.1694259975702406,-1.8692580704002004,-1.8011737348313808,-0.6165227338535697,-1.0297854284741859,-0.8176221422477877,-1.1695952649302264,-0.1579587333207037,-1.9064451738576487,-0.3673300705267748,-0.7446826195172314,-1.0149907597225183,-0.7510782942468467,0.9623259477968509,-0.09777190817176626,125,0,253
2,-1.156771101215629,-0.0056210212573075,-2.023272360577918,-0.8587026148291655,-1.0297854284741859,-0.7421667850162101,-1.2406312658510488,-0.1579587333207037,-1.1544288550506323,-0.24180745614170712,-0.36682104979838415,-0.12199382652625669,-1.479723413355598,-0.0016784343407442058,-0.37664752962573644,125,0,253
2,-1.1441162048610176,-0.524608553929832,-1.386344896660176,-0.917871563022076,-1.0297854284741859,-0.515800713314615,-1.2542920352588864,-0.1579587333207037,-0.49641457609450557,-0.56131956548561,-0.29124873585667665,0.339143934058664,-0.7510782942468467,0.6787952471681654,0.2645766884112502,125,0,253
2,-1.131461308506406,-0.8548733474488086,-2.318792019629069,-1.618266786979931,-1.6403767674252732,-0.1385239271464334,-1.012951775719868,-0.1579587333207037,-0.5904166159453952,-0.4814415381496343,-0.29124873585667665,-0.49773570552143986,-0.7510782942468467,1.1324443681740783,0.6762502248432501,125,0,253
2,-1.1188064121517944,-0.3358858147762842,-0.954996325995401,-0.8710868132881651,-1.0297854284741859,-0.1385239271464334,-0.44648520427355054,-0.1579587333207037,-2.047448233633933,-0.3502133503833653,-0.36682104979838415,-0.768562644277659,-0.7510782942468467,-0.34191527509515873,0.03787167641296343,125,0,253
2,-1.1061515157971828,-0.5010182115356384,-1.399193577488476,-0.8298061517582399,-1.6403767674252732,-0.1385239271464334,-0.685093309930935,-0.1579587333207037,-1.5304370144541237,-0.6697254597273331,-0.7446826195172314,-1.0979467589812109,-1.479723413355598,0.6787952471681654,-0.04275562910945026,125,0,253
2,-1.0934966194425713,-0.45383752674725153,-0.8191674143818185,-0.2463728021352091,-1.0297854284741859,-0.6667114277812013,-0.6942004895362154,-0.1579587333207037,-2.047448233633933,-0.3102743367154099,-0.5935379916303798,-0.4904160585280016,-0.022433175138095323,1.01903208792258,0.5728575624674724,125,0,253
2,-1.08084172308796,-0.19434376041085522,-0.3602859562278291,-1.0183211727449113,-1.6403767674252732,-0.36488999884802864,-0.3435740747341641,-0.1579587333207037,-0.9664247753488866,-0.5213805518175898,-0.6691103055720873,-0.1463926498376598,-0.022433175138095323,-1.4193319374842521,0.6477935287765199,125,0,253
2,-1.0681868267333483,-1.8220773856118135,-1.5129961791106872,-1.3293021562703928,-1.0297854284741859,-0.6667114277812013,-1.5493646544690423,-0.1579587333207037,-1.812443134006759,-0.3901523640513856,-0.5179656776852357,-0.7222048799860711,-1.479723413355598,0.565382966916667,-0.5170338968882433,125,0,253
2,-1.0555319303787367,-1.1615477985735918,-0.3217399137429291,-0.5270813005387371,-1.0297854284741859,-0.5912560705496238,0.11724921329129893,-0.1579587333207037,-0.35541151631818796,-0.5499084187233371,-0.6691103055720873,0.05611758364674332,-0.022433175138095323,1.472681208928533,0.2446570011645188,125,0,253
2,-1.0428770340241251,0.2066920602907019,-2.5886143170236195,-0.9866726655719615,-1.0297854284741859,0.01238678732015294,-0.5102354615101817,-0.1579587333207037,-1.0134257952743146,-0.3102743367154099,-0.36682104979838415,0.3196248754095675,-2.2083685324643496,0.28185226628798155,-0.43450947829475245,125,0,253
2,-1.0302221376695135,-0.5953795811126805,-1.3808383191623332,-1.8948472192304697,-1.6403767674252732,-0.7421667850162101,-0.42098510137879863,-0.1579587333207037,-1.342432934752378,-0.4186802309570681,-1.0469718752909345,-0.5270142934950629,-0.022433175138095323,-0.6254459757238845,0.5728575624674724,125,0,253
2,-1.017567241314902,-0.6897409506894544,0.15733232856985918,-0.0633618693524922,-1.0297854284741859,-0.0630685699148559,-0.4382887426288148,-0.1579587333207037,-1.29543191482695,-0.06493468132628132,-0.5935379916303798,-0.0707562975724055,0.706211943970656,-0.5687398355981151,0.27311369723124906,125,0,253
2,-1.0049123449602906,0.9851733592998908,0.21056257771571527,-0.5986344471906156,-1.0297854284741859,-0.4403453560830375,-0.8799869534833382,-0.1579587333207037,-0.872422735497997,-0.4072690841947951,-0.06453179402468097,-0.08051582689693207,0.706211943970656,-0.11509071459220228,0.27406225376680454,125,0,253
2,-0.992257448605679,-0.2887051299876291,-0.7347332260815195,-1.0513457019688577,-1.0297854284741859,-0.36488999884802864,-1.012951775719868,-0.1579587333207037,-0.6844186557962513,-0.37874121728904775,-0.14010410796638845,-0.09759500321489692,-2.2083685324643496,1.3025627885513058,0.8412990620302655,125,0,253
2,-0.9796025522510674,-1.7277160160347713,-1.6928777107070125,0.6356573325543351,-1.0297854284741859,-0.8176221422477877,-0.5703428469049657,-0.1579587333207037,-0.9664247753488866,-0.7210756201575615,-0.14010410796638845,0.012199701686287066,-1.479723413355598,-0.0016784343407442058,1.2434870331067112,125,0,253
2,-0.9669476558964558,-0.4302471843530581,-1.7534500631833674,-0.818797975350237,-1.6403767674252732,-0.36488999884802864,-0.584914334273348,-0.1579587333207037,-1.4834359945286957,-0.19045729571141384,-0.5935379916303798,-0.6270494690717203,-0.022433175138095323,-0.22850299484370065,0.17066959139102683,125,0,253
2,-0.9542927595418443,-0.7605119778720347,-1.1257002284286968,-0.7926535563813042,-1.0297854284741859,-0.6667114277812013,-0.4291815630235344,-0.1579587333207037,-1.6244390543050133,-0.3102743367154099,-0.4423933637435282,-0.5245744111639312,-0.022433175138095323,0.3385584064137106,0.22948009659559823,125,0,253
2,-0.9416378631872327,-0.6425602659010674,0.03802314944980525,-0.9357598496850612,-1.6403767674252732,-0.515800713314615,-0.4710745892077578,-0.1579587333207037,-1.2014298749760604,-0.6411975928215858,-0.7446826195172314,0.0756366422958398,-1.479723413355598,1.01903208792258,-0.2552322930743382,125,0,253
2,-0.9289829668326212,0.15951137550231495,0.6217203642216914,-0.3179259487870876,-1.0297854284741859,-0.1385239271464334,-0.9273442874306635,-0.1579587333207037,-1.248430894901522,-0.0706402547074178,-0.36682104979838415,-0.08295570922806371,-0.7510782942468467,0.9623259477968509,1.3990503049381722,125,0,253
2,-0.9163280704780097,-1.4210415649099881,-0.5273188069958963,0.27651557724394626,-1.0297854284741859,-0.515800713314615,-0.9938266985489285,-0.1579587333207037,-0.7784206956471409,-0.45861924462508835,-0.29124873585667665,-1.1638235819218954,-0.7510782942468467,0.9623259477968509,-0.12433149116738568,125,0,253
2,-0.9036731741233981,-0.9492347170258507,-0.35477937872998627,-2.3406783637537294,-1.6403767674252732,-0.8176221422477877,-0.7187898744704226,-0.1579587333207037,-1.859444153932187,-0.47573596476849783,-0.06453179402468097,0.05367770131561168,-1.479723413355598,-0.5687398355981151,-0.20495879668979936,125,0,253
2,-0.8910182777687865,-1.845667728006007,-0.7787858460643041,-1.2632530978225003,-1.0297854284741859,-0.2894346416164511,-0.8872726971675293,-0.1579587333207037,-1.1074278351252043,-0.19616286909255032,-0.14010410796638845,-0.39770052994478244,-0.7510782942468467,0.7355013872938945,0.6534848679898524,125,0,253
2,-0.878363381414175,-1.0907767713910115,-1.1770949517419385,-0.19683600829927397,-1.0297854284741859,-0.515800713314615,-0.6869147458520242,-0.1579587333207037,-0.9664247753488866,-0.20757401585482332,0.0866128338621706,-0.8271198202249485,-0.022433175138095323,0.8489136675453928,0.4742076827694719,125,0,253
2,-0.8657084850595634,-0.878463689843002,-1.5093251274454167,-1.5219452434100849,-1.6403767674252732,-0.5912560705496238,-1.313488702693126,-0.1579587333207037,-0.4024125362436494,-0.6240808726781764,-0.8202549334589389,-0.28546594271246684,-0.7510782942468467,0.1684399860364832,0.6800444509854718,125,0,253
2,-0.8530535887049518,-0.09998239083408136,-0.7916345268926042,-1.565977949042003,-1.6403767674252732,-0.8176221422477877,-0.6805397201283776,-0.1579587333207037,-1.1544288550506323,-0.7781313539689912,-0.7446826195172314,-0.6221697044094137,-0.7510782942468467,0.3385584064137106,-0.7001053082508792,125,0,253
2,-0.8403986923503404,-0.05280170604569443,-0.15103601130963334,-0.5105690359267484,-1.0297854284741859,-0.36488999884802864,-0.3053239203921192,-0.1579587333207037,-1.5774380343795853,-0.5327916985799276,-0.6691103055720873,-0.7002459390057997,-0.7510782942468467,0.9056198076711218,-0.13002283038075194,125,0,253
2,-0.8277437959957288,-1.1379574561793984,-0.004193944700365108,-1.6196428090309274,-1.6403767674252732,-0.4403453560830375,-0.6942004895362154,-0.1579587333207037,-1.812443134006759,-0.7781313539689912,-0.4423933637435282,-0.6636477040387383,-0.7510782942468467,-0.058384574466473244,-0.007659037293798275,125,0,253
2,-0.8150888996411172,-1.2794995105448275,-0.47959513534788306,-0.2326125816252132,-1.6403767674252732,-0.515800713314615,-0.5512177697338605,-0.1579587333207037,-0.5904166159453952,-0.4643248180062248,-0.4423933637435282,-0.6148500574160187,-1.479723413355598,0.39526454653943965,0.0824538335841697,125,0,253
2,-0.8024340032865057,0.06515000592554109,-0.7200490194205634,-1.0059369742859432,-1.0297854284741859,-0.21397928438144226,-0.6404681298652435,-0.1579587333207037,-1.1544288550506323,-0.47003039138736136,-0.14010410796638845,-1.151624170266237,-2.9370136515731007,0.9056198076711218,0.12893310382648684,125,0,253
2,-0.7897791069318941,0.15951137550231495,-0.9366410676692581,-1.524697287512078,-1.0297854284741859,-0.0630685699148559,-0.6031286934837431,-0.1579587333207037,-1.7184410941558694,-0.28174646980966256,-0.29124873585667665,-0.9027561724902028,-0.022433175138095323,0.055027705785025124,-0.6792370644686261,125,0,253
2,-0.7771242105772825,-1.0200057442084312,-1.8378842514837082,-0.4087434041529165,-1.0297854284741859,-0.515800713314615,-0.6331823861810523,-0.1579587333207037,-0.30841049639275986,0.10623252010794314,-0.8202549334589389,-0.7954013499201937,-0.022433175138095323,0.39526454653943965,0.19058927863772454,125,0,253
2,-0.7644693142226711,-1.1851381409680535,-0.5420030136568106,-1.2591250316695108,-1.6403767674252732,-0.7421667850162101,-0.03575140407688091,-0.1579587333207037,-1.1074278351252043,-0.6126697259159033,-0.5179656776852357,-0.3049850013615633,-1.479723413355598,0.3385584064137106,-0.3282711463122748,125,0,253
2,-0.7518144178680595,-1.1379574561793984,0.11144418275446023,-0.8600786368801934,-1.0297854284741859,-0.7421667850162101,-0.5047711537470797,-0.1579587333207037,-1.1544288550506323,-0.5556139921044736,-0.5935379916303798,-0.34402311865975627,-0.7510782942468467,0.6787952471681654,0.1801551567466148,125,0,253
2,-0.739159521513448,-1.208728483362247,0.4289901517970242,-0.6509232851285124,-1.0297854284741859,-0.7421667850162101,-1.0703270072330184,-0.1579587333207037,-0.5434155960199336,-0.05352353456400834,-0.29124873585667665,-0.5977708810980539,-1.479723413355598,-0.2852091349694297,0.0824538335841697,125,0,253
2,-0.7265046251588364,-0.6425602659010674,-0.3364241204038434,-0.40323931594893064,-1.0297854284741859,-0.36488999884802864,-1.2479170095352399,-0.1579587333207037,-0.5904166159453952,-0.08205140146969078,-0.14010410796638845,-0.31718441301726485,-0.7510782942468467,1.1324443681740783,-0.15847952644748223,125,0,253
2,-0.7138497288042248,1.0559443864824711,0.02884552028673381,0.1320332618891615,-1.0297854284741859,-0.6667114277812013,-0.7579507467730121,-0.1579587333207037,-1.6714400742304414,-0.2760408964285261,-0.6691103055720873,-0.35622253031545786,-0.7510782942468467,-0.39862141522092803,0.9551258462971867,125,0,253
2,-0.7011948324496133,-0.524608553929832,-2.1223907555391732,-1.256372987567518,-1.6403767674252732,-0.515800713314615,-0.9701480315752659,-0.1579587333207037,-1.0134257952743146,-0.48714711153077084,-0.8202549334589389,-0.04635747426100239,-0.022433175138095323,-0.17179685471793132,-0.6507803684018958,125,0,253
2,-0.6885399360950017,-1.4918125920928367,-1.041266040128356,-1.943007991015377,-1.0297854284741859,-0.36488999884802864,-0.4592352557208436,-0.1579587333207037,-0.5434155960199336,-0.15051828204339354,-0.21567642191153255,-0.09271523855263362,-1.479723413355598,0.11173384591075416,0.36322656810921705,125,0,253
2,-0.6758850397403902,0.3010534298677439,-0.7953055785578327,-0.5160731241307656,-1.6403767674252732,-0.36488999884802864,-1.2224169066406536,-0.1579587333207037,-0.872422735497997,-0.36162449714563827,-0.4423933637435282,-0.21226947277834418,-0.7510782942468467,-0.0016784343407442058,0.604159928140869,125,0,253
2,-0.6632301433857787,-1.3266801953332144,-0.7751147943990339,-1.1641795101506613,-1.0297854284741859,-0.7421667850162101,-0.5475748978918477,-0.1579587333207037,-0.35541151631818796,-0.0706402547074178,-0.36682104979838415,-0.8246799378938168,0.706211943970656,0.565382966916667,1.013936351501758,125,0,253
2,-0.6505752470311671,-1.0435960866026246,-0.20059520879026085,-0.3248060590420699,-1.6403767674252732,-0.6667114277812013,-0.458324537760299,-0.1579587333207037,-0.9194237554234586,-0.7610146338255818,-0.5935379916303798,-0.28790582504359846,-0.7510782942468467,0.39526454653943965,0.43341975174048736,125,0,253
2,-0.6379203506765555,-1.2794995105448275,-1.0926607634415977,-0.772013225616326,-1.6403767674252732,-0.0630685699148559,-0.628628796378495,-0.1579587333207037,-0.4024125362436494,0.2032272675873932,-0.14010410796638845,-0.5636125284621243,-1.479723413355598,0.28185226628798155,0.3480496635402965,125,0,253
2,-0.625265454321944,-0.9256443746316573,-0.49795039367402594,-1.1380350911817285,-1.6403767674252732,-0.5912560705496238,-0.8581297224307647,-0.1579587333207037,-1.29543191482695,-0.6183752992970398,-0.21567642191153255,-0.40258029460704575,-2.2083685324643496,0.9623259477968509,0.11280764272201084,125,0,253
2,-0.6126105579673324,-1.1379574561793984,-1.094496289274212,-0.6234028441085833,-1.6403767674252732,-0.21397928438144226,-0.38091351111583016,-0.1579587333207037,-1.389433954677806,-0.4357969511004775,-0.7446826195172314,-0.5538529991375977,-1.479723413355598,-0.4553275553466571,0.8849326626659163,125,0,253
2,-0.5999556616127208,-0.8076926626604217,-2.2343578313287282,-1.5714820372459888,-1.6403767674252732,-0.36488999884802864,-0.7752543880230283,-0.1579587333207037,-1.342432934752378,-0.44150252448161403,-0.5179656776852357,-0.8173602909004218,-2.2083685324643496,0.28185226628798155,0.3385640981847422,125,0,253
2,-0.5873007652581094,-0.524608553929832,0.36658227348805494,-0.8614546589311898,-1.0297854284741859,-0.515800713314615,-0.12318032828717473,-0.1579587333207037,-0.872422735497997,-0.6469031662027223,-0.5935379916303798,-0.4733368822100367,-0.022433175138095323,0.28185226628798155,0.5074071615139794,125,0,253
2,-0.5746458689034978,-0.666150608295261,-0.017042625528665124,-0.6908279246074723,-1.0297854284741859,-0.36488999884802864,-0.5739857187469785,-0.1579587333207037,-1.859444153932187,-0.28174646980966256,-0.06453179402468097,-0.4513779412298086,-0.7510782942468467,-0.058384574466473244,-0.6251693419418318,125,0,253
2,-0.5619909725488862,0.6784989081751076,0.9888255307448829,-0.14729921446337013,-1.0297854284741859,0.08784214455173046,-1.000201724272575,-0.1579587333207037,-0.35541151631818796,-0.08205140146969078,-0.5179656776852357,-0.4782166468723434,-0.022433175138095323,0.5086768267909381,1.1865736409732506,125,0,253
2,-0.5493360761942747,-2.0108001247653613,-0.929298964338801,-0.6564273733325295,-1.6403767674252732,-0.4403453560830375,-0.1632519185503089,-0.1579587333207037,-0.8254217155725689,-0.5727307122478831,-0.4423933637435282,0.09515570094493629,-0.022433175138095323,0.9056198076711218,-0.20116457054757764,125,0,253
2,-0.5366811798396631,-1.303089852939021,-0.5860556336395952,-0.26563711084915953,-1.0297854284741859,-0.515800713314615,-1.0575769557855597,-0.1579587333207037,-0.07340539676558605,-0.3388022036210923,-0.29124873585667665,-0.8832371138411063,-1.479723413355598,1.2458566484255766,0.803356800607981,125,0,253
2,-0.5240262834850516,-0.5953795811126805,-1.399193577488476,-1.2605010537205072,-1.6403767674252732,-0.36488999884802864,-0.9865409548647374,-0.1579587333207037,-0.49641457609450557,-0.6697254597273331,-0.8958272474040829,0.3489034633832339,0.706211943970656,0.28185226628798155,-0.10061757777846624,125,0,253
2,-0.5113713871304401,-1.7748967008234267,-1.8856079231317213,-1.5288253536650673,-1.6403767674252732,-0.1385239271464334,-0.5448427440102139,-0.1579587333207037,-1.5774380343795853,-0.25321860290398013,-0.5935379916303798,-0.1268735911885633,-0.022433175138095323,-0.22850299484370065,-0.3576763989145605,125,0,253
2,-0.49871649077582847,-1.6805353312463844,-1.7919961056683094,-0.8862230558491261,-1.6403767674252732,-0.6667114277812013,-1.3535602929560944,-0.1579587333207037,-0.8254217155725689,-0.23610188276050575,-0.5935379916303798,-0.1878706494669844,-0.7510782942468467,0.9623259477968509,-0.10725747352735425,125,0,253
2,-0.48606159442121694,-1.5861739616696107,-1.1257002284286968,-1.7393567274677133,-1.6403767674252732,-0.7421667850162101,-0.18510914960288236,-0.1579587333207037,-0.872422735497997,-0.3958579374325221,-0.5179656776852357,-0.6221697044094137,-0.022433175138095323,0.565382966916667,0.39168326417594734,125,0,253
2,-0.4734066980666054,-1.303089852939021,-0.3823122662192423,-1.648539272101853,-1.0297854284741859,-0.36488999884802864,-0.4838246406550509,-0.1579587333207037,-0.4494135561690775,-0.28745204319079903,-0.9713995613457904,-0.09027535622150198,0.706211943970656,0.39526454653943965,-0.4952170965704347,125,0,253
2,-0.46075180171199387,-0.9020540322374637,-0.4612398770217402,-0.7733892476673225,-1.6403767674252732,-0.8176221422477877,-0.3872885368394767,-0.1579587333207037,-1.9534461937830767,-0.3445077770022288,-0.5179656776852357,0.27570699344911126,-1.479723413355598,0.055027705785025124,0.45333943898721873,125,0,253
2,-0.4480969053573823,-1.114367113785205,-0.2721807162622598,-0.7389886963923797,-1.6403767674252732,-0.8930774994827966,-1.1295236746670922,-0.1579587333207037,-0.26140947646733176,-0.8408926611615576,-0.14010410796638845,-0.29034570737473014,-0.7510782942468467,0.11173384591075416,0.2816507060512817,125,0,253
2,-0.43544200900277075,-2.293884233495951,-0.7145424419227205,-0.46103224209084454,-1.6403767674252732,-0.7421667850162101,-0.9610408519699855,-0.1579587333207037,-1.0134257952743146,-0.6526087395838588,-0.5935379916303798,-0.31962429534839654,-0.022433175138095323,0.3385584064137106,1.0774896393841402,125,0,253
2,-0.4227871126481592,-1.3974512225157947,0.12429286358276026,-0.7403647184433761,-1.6403767674252732,-0.2894346416164511,-0.6195216167732146,-0.1579587333207037,-1.765442114081331,-0.09346254823196377,-0.36682104979838415,-0.5001755878525715,-0.7510782942468467,0.1684399860364832,0.9930681077195049,125,0,253
2,-0.4101322162935476,-0.4302471843530581,-0.6337793052876084,-1.3540705531883603,-1.0297854284741859,-0.4403453560830375,-0.6677896686810846,-0.1579587333207037,-0.30841049639275986,-0.45861924462508835,-0.29124873585667665,-0.5562928814687293,-0.022433175138095323,0.39526454653943965,0.8631158623481078,125,0,253
2,-0.3974773199389361,-0.2651147875934356,0.4234835742991813,-0.23536462572720612,-1.0297854284741859,-0.7421667850162101,-0.3435740747341641,-0.1579587333207037,-1.389433954677806,-0.2589241762851166,-0.29124873585667665,-0.19519029646037933,-0.7510782942468467,1.3025627885513058,0.27216514069569364,125,0,253
2,-0.38482242358432456,0.13592103310812148,-0.7273911227510206,-0.5463456092526876,-1.0297854284741859,-0.515800713314615,-0.9318978772332208,-0.1579587333207037,-0.16740743661644222,-0.5384972719610641,-0.29124873585667665,-0.6148500574160187,-1.479723413355598,0.3385584064137106,0.6819415640565827,125,0,253
2,-0.37216752722971297,-1.609764304063804,-0.6190950986266941,-1.1916999511706217,-1.6403767674252732,-0.5912560705496238,-0.9373621849963228,-0.1579587333207037,-0.9194237554234586,-0.3502133503833653,-0.5179656776852357,-1.0857473473255095,0.706211943970656,-0.34191527509515873,-0.30266011985224445,125,0,253
2,-0.35951263087510144,-1.9400290975827807,-0.6815029769356217,-1.7517409259266814,-1.0297854284741859,-0.2894346416164511,-0.7452006953257191,-0.1579587333207037,-1.4364349746032676,-0.19045729571141384,-0.36682104979838415,-0.9051960548213344,-0.7510782942468467,0.055027705785025124,0.15074990414432912,125,0,253
2,-0.3468577345204899,-0.9256443746316573,0.5905164250672067,-1.0596018342748363,-1.0297854284741859,-0.7421667850162101,-0.7452006953257191,-0.1579587333207037,-1.6244390543050133,-0.13340156189998406,-0.5935379916303798,-1.0686681710075445,-0.7510782942468467,1.1324443681740783,0.6952213555543924,125,0,253
2,-0.33420283816587837,0.9379926745115039,-0.06476629717667834,-0.8614546589311898,-1.6403767674252732,-0.515800713314615,-0.9601301340094408,-0.1579587333207037,-1.4834359945286957,-0.6754310331084696,-0.5179656776852357,-0.4464981765675453,0.706211943970656,-0.058384574466473244,-0.3462937204878953,125,0,253
2,-0.3215479418112668,-0.6897409506894544,-0.8356871468753888,0.4320060690066713,-1.0297854284741859,-0.36488999884802864,-0.855397568549131,-0.1579587333207037,-0.6844186557962513,-0.1276959885188476,-0.36682104979838415,-0.13663312051308987,-0.7510782942468467,1.0757382280483492,0.514047057262901,125,0,253
2,-0.30889304545665525,-0.2887051299876291,0.5978585283976638,-1.2921495608934572,-1.6403767674252732,-0.2894346416164511,-0.8171474142070859,-0.1579587333207037,-0.30841049639275986,-0.3559189237645018,-0.06453179402468097,-0.5587327637998609,-0.022433175138095323,0.28185226628798155,-0.24669528425433934,125,0,253
2,-0.2962381491020437,-0.9256443746316573,-0.1418583821465619,-0.06748993550548159,-1.0297854284741859,0.01238678732015294,-0.9910945446672946,-0.1579587333207037,-1.0134257952743146,-0.024995667658325883,-0.29124873585667665,-1.2809379338165177,-0.7510782942468467,-0.22850299484370065,-0.2789462064632913,125,0,253
2,-0.2835832527474321,0.5605471962038721,-0.9182858093431152,-0.7376126743413832,-1.0297854284741859,-0.0630685699148559,0.14457075210697434,-0.1579587333207037,-1.6244390543050133,-0.19616286909255032,-0.6691103055720873,-1.058908641683018,0.706211943970656,0.7355013872938945,-0.08733778628065653,125,0,253
